Investor name,Website,Linkedin,Individual LinkedIn,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
IBB Ventures,https://www.ibbventures.de/en,https://www.linkedin.com/company/ibb-beteiligungsgesellschaft-mbh/,,"Bundesallee 210, 10719 Berlin, Germany",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in Berlin companies. 

If you are a founding team from Berlin who wants to realize an idea and is looking for an investor who contributes more than just money, then IBB Ventures is the right investor for you! ",Public fund,"$200,000 ",
Ibex Investors,https://www.ibexinvestors.com/,https://www.linkedin.com/company/ibex-investors-llc/ ,,"260 N Josephine St Unit 300, Denver, CO 80206","USA,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in markets and opportunities commonly dismissed as too difficult or too different. ,VC,"$2,000,000 ",
IBI Tech Fund,https://tech.ibi.co.il/,https://www.linkedin.com/in/dan-aks-61376318,,,,"3. Early Revenue,4. Scaling",,VC,,
Ibionext,https://ibionext.com/en/home/,https://www.linkedin.com/company/ibionext,,France,France,"3. Early Revenue,4. Scaling",,VC,"$1,000,000 ",
IBM Ventures,https://www-03.ibm.com/innovation/venturedevelopment/,,,"San Francisco, California, United States",USA,3. Early Revenue,,Corporate VC,,
Ibtikar Fund,http://ibtikarfund.com/,https://www.linkedin.com/company/6392047?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1437909867647%2Ctas%3Aibtikar%20fund,,Palestine,Palestine,,,VC,,
Icebreaker VC,https://www.icebreaker.vc/,https://www.linkedin.com/company/icebreaker-vc,,Finland,"Finland,Sweden,Estonia",2. Prototype,,VC,"$150,000 ",
Icehouse Ventures,https://www.icehouseventures.co.nz/,https://www.linkedin.com/company/icehouse-ventures/,,"125 St Georges Bay Raod, Parnell, Auckland New Zealand",New Zealand,"3. Early Revenue,4. Scaling,2. Prototype",We invest in brave Kiwi founders chasing big problems.,VC,"$25,000 ",
Iceland Venture Studio,https://icelandventurestudio.com/,https://www.linkedin.com/in/balakamallakharan/,,,UK,,,VC,,
Icon Ventures,https://iconventures.com/,https://www.linkedin.com/company/icon-ventures,,"Palo Alto, California, United States",USA,,,Other,,
Iconiq Capital,http://iconiqcapital.com,https://www.linkedin.com/company/iconiq-capital-llc/,,"San Francisco, California, United States","USA,Israel,Canada,France",3. Early Revenue,,Family office,,
ID Ventures America,http://idsoftcapital.com/,,,,,,,,,
Id4 Ventures,https://www.id4.vc/,https://www.linkedin.com/company/id4ventures/,https://www.linkedin.com/in/hervecuviliez/,"Paris, France","France,UK,Germany,Estonia,Latvia,Lithuania,Norway,Spain,Italy,Finland,Denmark,Sweden,Switzerland,Romania,Croatia,Serbia,Poland,Netherlands,Belgium,Ireland,Austria,Portugal,Czech Republic","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest from Angel to seed fund in Europe. We love saas, marketplaces & traditional industries disruption",VC,"$50,000 ",
IdeaLab,https://www.idealab.com/,https://www.linkedin.com/company/8204?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A1177191458088058016%2CVSRPtargetId%3A8204%2CVSRPcmpt%3Aprimary,,,,"2. Prototype,3. Early Revenue",,VC,,
IDG Capital,https://www.idgcapital.com/,https://www.linkedin.com/company/idgvc,,USA,"USA,Canada,China",3. Early Revenue,,VC,,
IDG Ventures,http://www.idgventures.com/,http://www.linkedin.com/company/1181583,,"Bangalore, Karnataka, India",India,,,Corporate VC,,
IDIA by CrÃ©dit Agricole,https://www.ca-idia.com/,https://fr.linkedin.com/company/idia-capital-investissement,,France,France,3. Early Revenue,,Corporate VC,"$1,000,000 ",
Idinvest,https://www.idinvest.com/en,https://www.linkedin.com/company/idinvest-partners,,France,"France,South Africa,Germany,China,USA,Canada","3. Early Revenue,4. Scaling",,VC,"$100,000 ",
iFly.VC,https://ifly.vc,https://www.linkedin.com/company/ifly-vc/,,"329 Primrose Road, #346, Burlingame, CA 94011",USA,"3. Early Revenue,4. Scaling","We invest in outperformers that accelerate the trillion-dollar shift in consumer spending in America. Founded in late 2016, Fund I Group has backed entrepreneurs who strive to serve the underserved demographics (e.g., ethnic minorities, immigrants, residents in remote communities, etc.).",VC,"$200,000 ",
Igan Partners,http://www.iganpartners.com/,https://ca.linkedin.com/company/igan-partners,,Canada,"USA,Israel,Canada",3. Early Revenue,,VC,,
IGC Fund,https://igcap.com/,https://www.linkedin.com/company/igc-fund/,,"Los Angeles, USA","USA,UAE,Canada","2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling","We invest in health & wellness, sport & peak performance, and sustainability, but we are open to all disruptive, category-defining ideas.",VC,"$100,000 ",
Ignite Farm Fund,http://ignitefarmfund.com/,,,,,,,,,
Ignite Impact,http://igniteimpact.fund/,https://linkedin.com/company/ignite-impact-fund,,,,,,,,
Ignition Partners,https://www.ignition.vc/,https://www.linkedin.com/company/1785895,,"Los Altos, California, United States",USA,,,Other,,
iiM (Innovation in Motion),http://www.iimkc.com/,,,,,,,Angel network,,
Illinois Ventures,https://www.illinoisventures.com/,https://www.linkedin.com/company/illinoisventures/,,,,,,,,
Illumen Capital,https://www.illumencapital.com/,,,,,,,Other,,
Illuminate Ventures,http://www.illuminate.com/,https://www.linkedin.com/company/illuminate-ventures,,,,"2. Prototype,3. Early Revenue",,VC,,
Imaginary Ventures,https://imaginary.co/,https://www.linkedin.com/company/imaginary,,,,,,,,
Imagination Capital,https://www.imaginationvc.com/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Imec Xpand,https://imecxpand.com/,,,Belgium,"Israel,USA,Canada",3. Early Revenue,,VC,"$500,000 ",
imec.istart,http://www.imecistart.com/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Impact America Fund,https://www.impactamericafund.com/,,,,,,,,,
Impact First Investments,http://impact1st.com/,,,,,"3. Early Revenue,4. Scaling",,VC,,
Impact Investment Fund,https://www.impactinvestmentfund.com.au/,https://www.linkedin.com/company/impact-investment-fund/,,Australia,Australia,,,Other,,
Impact Venture Capital,http://impactvc.com/,https://www.linkedin.com/in/eric-ball-ba688b3/,,,,,,,,
Impact Ventures,http://www.impactventure.com/,,,UK,"USA,Israel,Canada,UK","2. Prototype,3. Early Revenue",,Angel network,"$100,000 ",
ImpactAssets,http://www.impactassets.org,https://www.linkedin.com/company/impactassets,,,,,,,,
Imperative Ventures,https://imperative.vc/,https://www.linkedin.com/company/imperative-science-ventures/,,USA,USA,,"We invest in sustainable technology companies decarbonizing energy and industry.

We invest across multiple stages in economically advantaged business models, creating a reliable and robust energy system manufacturing industrial products using CO2 or waste, developing safe, reliable electric transportation producing sustainable proteins at scale, improving efficiency and reducing emissions",VC,,
Imperia Global,https://imperia.global/,,,,,,,"Incubator, Accelerator",,
Imprimatur Capital,http://www.imprimaturcapital.com/about/,,,UK,"USA,Israel,Canada,UK,Singapore",3. Early Revenue,,VC,,
IN Venture,https://www.in-venture.com/,,,,,"2. Prototype,3. Early Revenue",,VC,,
ince Capital,https://www.incecap.com/,https://www.linkedin.com/company/incecap,,,,"4. Scaling,5. Growth",,VC,,
Inception Sciences,https://www.inceptiontx.com/,,,,,,,,,
Inco Group,https://www.inco-group.co/,,,France,"USA,Israel,Canada,France",,,VC,"$100,000 ",
Incubate Fund,http://en.incubatefund.com/,,,,Japan,,,VC,,
InCube Ventures,https://www.incubevc.com/,,,,,,,,,
Incubit Technology Ventures,http://www.incubitventures.com/,https://www.linkedin.com/company/incubit-technology-ventures/,,Israel,Israel,3. Early Revenue,,VC,,
IncWell,http://theincwell.net/,,,,,,,,,
Indaco Venture Partners,https://www.indacosgr.com/,https://www.linkedin.com/,,Italy,Italy,"2. Prototype,3. Early Revenue",,VC,,
Index Ventures,https://www.indexventures.com/,https://www.linkedin.com/company/index-ventures/,,"San Francisco, California, United States","USA,UK,France","3. Early Revenue,4. Scaling",,VC,,
Indian Angel Network,https://www.indianangelnetwork.com/,https://www.linkedin.com/company/indian-angel-network?trk=tyah&trkInfo=tarId%3A1405059515469%2Ctas%3Aindian+angel%2Cidx%3A2-1-4/,,"Delhi, India",India,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in early and growth-stage startups. We're sector agnostic and have invested in over 160 companies across 17 different sectors and 7 countries.,Angel network,"$30,000 ",
Indicator Ventures,https://www.indicatorventures.com/,https://www.linkedin.com/company/indicator-ventures/,,"373 Washington Street Boston, MA 02108",USA,"3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in enterprise software, digital health, and fintech companies at the pre-seed and seed stage.",VC,"$300,000 ",
Indico Capital Partners,https://www.indicocapital.com/,https://www.linkedin.com/company/indico-capital-partners/,,,UK,"2. Prototype,3. Early Revenue",,VC,,
Indie.vc,https://www.indie.vc/,,,,,,,,,
IndieBio,https://indiebio.co/,https://www.linkedin.com/company/indiebio/,,,,"2. Prototype,3. Early Revenue",,VC,,
IndusAge Partners,http://www.indusage.com,https://www.linkedin.com/company/celestacapital,,,,,,,,
Industry Ventures,https://www.industryventures.com/,https://www.linkedin.com/company/industry-ventures,,"San Francisco, California, United States",USA,,,Other,,
Infineon Technologies Japan,https://www.infineon.com/cms/en/,https://www.linkedin.com/company/infineon-technologies/,,,Japan,,,Corporate VC,,
Infinite Road Capital,http://www.infiniteroadcapital.com/,https://www.linkedin.com/in/preetisampat/,,,,,,,,
Infinity Group,http://www.infinity-equity.com/en/,,,,,"5. Growth,6. Pre-IPO",,VC,,
Infinity Ventures,http://www.infinityventures.com/main_eng,,,,Japan,,,VC,,
Information Venture Partners,https://www.informationvp.com/,https://www.linkedin.com/company/information-venture-partners/,,,,,,,,
ING Ventures,https://www.ing.com/About-us/ING-Ventures.htm,https://www.linkedin.com/company/ing/,,"Amsterdam, Noord-Holland, The Netherlands","USA,Israel,Canada,Netherlands",3. Early Revenue,,Corporate VC,"$250,000 ",
Inimiti,http://www.inimiti.net/,https://www.linkedin.com/profile/view?id=16915017,,,,"2. Prototype,3. Early Revenue",,VC,,
Initial Capital,http://www.initial.vc/,,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Initialized Capital,https://initialized.com/,https://www.linkedin.com/company/initialized-capital/,,"San Francisco, California, United States",USA,,,VC,,
Inkef Capital,https://www.inkefcapital.com/,https://www.linkedin.com/company/inkef/,,Netherlands,Netherlands,3. Early Revenue,,VC,,
InMotion Ventures by Jaguar Land Rover,https://www.inmotionventures.com/,,,UK,"USA,Israel,Canada,UK",3. Early Revenue,,Corporate VC,,
Inner Loop Capital,https://innerloopcap.com/,https://www.linkedin.com/in/justinlabel/,,,,,,,,
InnoCells by Banco Sabadell,https://www.innocells.io/en/,https://www.linkedin.com/company/innocells/,,"Barcelona, Catalonia, Spain",Spain,,,Corporate VC,,
Innodo Ventures,http://www.innodo.co.il/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Innogest Capital,http://www.innogestcapital.com/,https://www.linkedin.com/company/innogest-sgr-spa,,Italy,"Italy,USA",3. Early Revenue,,VC,,
Innogy Innovation Hub,https://innovationhub.innogy.com,,,"Essen, Nordrhein-Westfalen, Germany",Germany,,,Corporate VC,,
Innogy Ventures,https://www.innogy.ventures/#what-we-invest-in,http://www.linkedin.com/company/innogy-venture-capital-gmbh,,"Essen, Nordrhein-Westfalen, Germany","USA,Israel,Canada,Germany","2. Prototype,3. Early Revenue",,Corporate VC,"$1,000,000 ",
Innohub Capital,http://www.innohub.io/,,,China,"Australia,China",,,VC,,
InnoSpring,http://www.innospringus.com/,https://www.linkedin.com/in/xiaoawang/,,,,"2. Prototype,3. Early Revenue",,VC,,
InnoSpring Seed Fund,http://www.innospringseedfund.com/,https://www.linkedin.com/pub/feng-deng/1/976/638,,USA,"China,USA",,,VC,,
Innov8 Investments,https://www.innov8investments.com/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Innova Capital Partners,http://www.innovacapitalpartners.com/,,,,,,,,,
Innova Memphis,http://innovamemphis.com/,https://www.linkedin.com/company/innova-memphis,,"Memphis, Tennessee, United States",USA,"2. Prototype,3. Early Revenue",,VC,,
Innovacom,http://innovacom.com/,https://www.linkedin.com/company/innovacom,,"9, rue de TÃ©hÃ©ran F-75008 Paris France","France,Belgium,Austria,Germany,Italy,Spain,UK,Ireland,Luxembourg,Switzerland,Netherlands","3. Early Revenue,4. Scaling,2. Prototype","We invest in Deeptech, Hardware, Software",VC,"$1,000,000 ",
InnovaHealth Partners,https://www.innovahealthpartners.com/,https://www.linkedin.com/company/innovahealthpartnerslp/,,USA,USA,,,VC,,
Innovate Mississippi,https://www.innovate.ms/,,,,,,,Angel network,,
Innovating Capital,http://innovating.capital,https://www.linkedin.com/company/innovatingcapital/,,"New York, New York, United States",USA,,,Family office,,
Innovation Capital,https://www.innovationcapital.bg/,https://www.linkedin.com/in/ivo-dimitrov-9149bb4/,,,UK,,,VC,,
Innovation Catalyst,https://www.innovationcatalyst.us/,https://www.linkedin.com/company/innovationcatalyst,,,,"2. Prototype,3. Early Revenue",,VC,,
Innovation Industries,https://www.innovationindustries.com/,https://www.linkedin.com/company/innovationindustries/,,"Pietersbergweg 285, Amsterdam, Noord-Holland 1105 BM, NL","Netherlands,Germany,Belgium,Switzerland,Australia,UK,Denmark","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype",We invest in European Deep Tech startups & scaleups that have a strong IP position,VC,"$1,000,000 ",
Innovation Nest,https://www.innovationnest.co/,https://www.linkedin.com/company/2279786,,Ludwinowska 7/8 31-103 Krakow Poland,"Poland,Portugal,Spain,France,Denmark,Germany,UK,Estonia,Romania,Hungary",3. Early Revenue,"We invest in B2B Software companies across horizontal (sales, marketing, finance, hr) and vertical (logistics, ecommerce, services, horeca) markets with a live product and early revenue.",VC,"$300,000 ",
Innovation Works,https://www.innovationworks.org/,,,USA,"USA,Israel,Canada",,,VC,,
InnovationEngine,https://www.innovation-engine.co.jp/e/index.html,,,,Japan,,,VC,,
Miraisozo,http://miraisozo.co.jp/,,,,Japan,,,VC,,
Innovative Advisory Group,http://www.innovativewealth.com,,,"Lexington, Massachusetts, United States",USA,,,Family office,,
Innovestor Ventures,http://www.innovestorgroup.com/,https://www.linkedin.com/company/innovestor?originalSubdomain=fi,,Finland,Finland,3. Early Revenue,,VC,,
InQvation,https://inqvation.dk/,https://www.linkedin.com/company/inqvation/,,"Erik Husfeldts Vej 7, Taastrup, 2630, DK","Denmark,Sweden,Norway,Finland,Germany,Estonia,Latvia","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in start-ups when weâ€™re sure that our operational skill set, experience and network will bring an original vision to life. We donâ€™t pick and choose specific industries but invest wholeheartedly in teams that believe in the change they bring. And we tend to be among the first institutional investors and like to lead â€“ or co-lead â€“ the early financing rounds.",VC,"$200,000 ",
Inreach Ventures,http://www.inreachventures.com/,https://www.linkedin.com/in/john-mesrie-973a93a,,,,,,Other,,
Insight Family Office,https://insightfamilyoffice.com,https://www.linkedin.com/company/insight-family-office/,,"New York, New York, United States",USA,,,Family office,,
Insight Partners,https://www.insightpartners.com/,https://www.linkedin.com/company/insight--partners/,,"New York, New York, United States","USA,Israel,Canada,France","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in the fastest-growing software/recurring revenue businesses across the globe,VC,"$7,000,000 ",
Insignia Ventures,https://www.insignia.vc/,,,Singapore,Singapore,3. Early Revenue,,VC,,
InSite Partners,http://www.insitepartners.com/,,,,,,,,,
Inspiration Ventures,https://www.inspirationvc.com/,,,,,,,,,
Insta Ventures,https://insta.vc/,,,Cyprus,"USA,Israel,Canada",3. Early Revenue,,VC,"$500,000 ",
Insurtech Capital,https://www.insurtechcapital.com/,https://www.linkedin.com/company/insurtechcapital/,,Luxembourg,France,"3. Early Revenue,4. Scaling,5. Growth","We invest mainly in Insurtech, WealthTech, PropTech...",VC,"$100,000 ",
Insurtech Gateway,https://insurtechgateway.com/,https://www.linkedin.com/company/insurtech-gateway,,"32 Blackfriars Road, London, England SE1 8PB, GB","UK,USA,France,Germany,Spain,Australia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage Insurtech companies. Insurtech Gateway is the only investor with its own FCA authorised incubator + fund. The fastest place to build and launch an insurtech idea. The Gateway Fund supports the portfolio post-incubation, as they enter a phase of rapid growth and scale-up, to Series A and beyond.",VC,"$50,000 ",
InsurTech Israel,https://www.insurtechil.com,https://www.linkedin.com/company/insurtechisrael/,,,,"2. Prototype,3. Early Revenue",,VC,,
IntangibleVC,https://www.intangiblevc.com/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Intango Ventures,https://ventures.intango.com/,https://www.linkedin.com/company/intango/,,,,"2. Prototype,3. Early Revenue",,VC,,
Integra Holdings,http://www.integra-holdings.com,,,,,"5. Growth,6. Pre-IPO",,VC,,
Integral Capital Partners,http://www.icp.com/,,,"Menlo Park, California, United States",USA,,,Other,,
